PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
448,1,1,,,34.0,0,0,113794.0,26.55,
449,1,3,,,5.0,2,1,2666.0,19.2583,
450,1,1,,,52.0,0,0,113786.0,30.5,
451,0,2,,,36.0,1,2,,27.75,
452,0,3,,,28.0,1,0,65303.0,19.9667,
453,0,1,,,30.0,0,0,113051.0,27.75,
454,1,1,,,49.0,1,0,17453.0,89.1042,
455,0,3,,,28.0,0,0,,8.05,
456,1,3,,,29.0,0,0,349240.0,7.8958,
457,0,1,,,65.0,0,0,13509.0,26.55,
458,1,1,,,28.0,1,0,17464.0,51.8625,
459,1,2,,,50.0,0,0,,10.5,
460,0,3,,,28.0,0,0,371060.0,7.75,
461,1,1,,,48.0,0,0,19952.0,26.55,
462,0,3,,,34.0,0,0,364506.0,8.05,
463,0,1,,,47.0,0,0,111320.0,38.5,
464,0,2,,,48.0,0,0,234360.0,13.0,
465,0,3,,,28.0,0,0,,8.05,
466,0,3,,,38.0,0,0,,7.05,
467,0,2,,,28.0,0,0,239853.0,0.0,
468,0,1,,,56.0,0,0,113792.0,26.55,
469,0,3,,,28.0,0,0,36209.0,7.725,
470,1,3,,,0.75,2,1,2666.0,19.2583,
471,0,3,,,28.0,0,0,323592.0,7.25,
472,0,3,,,38.0,0,0,315089.0,8.6625,
473,1,2,,,33.0,1,2,,27.75,
474,1,2,,,23.0,0,0,,13.7917,
475,0,3,,,22.0,0,0,7553.0,9.8375,
476,0,1,,,28.0,0,0,110465.0,52.0,
477,0,2,,,34.0,1,0,31027.0,21.0,
478,0,3,,,29.0,1,0,3460.0,7.0458,
479,0,3,,,22.0,0,0,350060.0,7.5208,
480,1,3,,,2.0,0,1,3101298.0,12.2875,
481,0,3,,,9.0,5,2,,46.9,
482,0,2,,,28.0,0,0,239854.0,0.0,
483,0,3,,,50.0,0,0,,8.05,
484,1,3,,,63.0,0,0,4134.0,9.5875,
485,1,1,,,25.0,1,0,11967.0,91.0792,
486,0,3,,,28.0,3,1,4133.0,25.4667,
487,1,1,,,35.0,1,0,19943.0,90.0,
488,0,1,,,58.0,0,0,11771.0,29.7,
489,0,3,,,30.0,0,0,,8.05,
490,1,3,,,9.0,1,1,,15.9,
491,0,3,,,28.0,1,0,65304.0,19.9667,
492,0,3,,,21.0,0,0,,7.25,
493,0,1,,,55.0,0,0,113787.0,30.5,
494,0,1,,,71.0,0,0,,49.5042,
495,0,3,,,21.0,0,0,,8.05,
496,0,3,,,28.0,0,0,2627.0,14.4583,
497,1,1,,,54.0,1,0,36947.0,78.2667,
498,0,3,,,28.0,0,0,,15.1,
499,0,1,,,25.0,1,2,113781.0,151.55,
500,0,3,,,24.0,0,0,350035.0,7.7958,
501,0,3,,,17.0,0,0,315086.0,8.6625,
502,0,3,,,21.0,0,0,364846.0,7.75,
503,0,3,,,28.0,0,0,330909.0,7.6292,
504,0,3,,,37.0,0,0,4135.0,9.5875,
505,1,1,,,16.0,0,0,110152.0,86.5,
506,0,1,,,18.0,1,0,,108.9,
507,1,2,,,33.0,0,2,26360.0,26.0,
508,1,1,,,28.0,0,0,111427.0,26.55,
509,0,3,,,28.0,0,0,,22.525,
510,1,3,,,26.0,0,0,1601.0,56.4958,
511,1,3,,,29.0,0,0,382651.0,7.75,
512,0,3,,,28.0,0,0,,8.05,
513,1,1,,,36.0,0,0,,26.2875,
514,1,1,,,54.0,1,0,,59.4,
515,0,3,,,24.0,0,0,349209.0,7.4958,
516,0,1,,,47.0,0,0,36967.0,34.0208,
517,1,2,,,34.0,0,0,,10.5,
518,0,3,,,28.0,0,0,371110.0,24.15,
519,1,2,,,36.0,1,0,226875.0,26.0,
520,0,3,,,32.0,0,0,349242.0,7.8958,
521,1,1,,,30.0,0,0,12749.0,93.5,
522,0,3,,,22.0,0,0,349252.0,7.8958,
523,0,3,,,28.0,0,0,2624.0,7.225,
524,1,1,,,44.0,0,1,111361.0,57.9792,
525,0,3,,,28.0,0,0,2700.0,7.2292,
526,0,3,,,40.5,0,0,367232.0,7.75,
527,1,2,,,50.0,0,0,,10.5,
528,0,1,,,28.0,0,0,,221.7792,
529,0,3,,,39.0,0,0,3101296.0,7.925,
530,0,2,,,23.0,2,1,29104.0,11.5,
531,1,2,,,2.0,1,1,26360.0,26.0,
532,0,3,,,28.0,0,0,2641.0,7.2292,
533,0,3,,,17.0,1,1,2690.0,7.2292,
534,1,3,,,28.0,0,2,2668.0,22.3583,
535,0,3,,,30.0,0,0,315084.0,8.6625,
536,1,2,,,7.0,0,2,,26.25,
537,0,1,,,45.0,0,0,113050.0,26.55,
538,1,1,,,30.0,0,0,,106.425,
539,0,3,,,28.0,0,0,364498.0,14.5,
540,1,1,,,22.0,0,2,13568.0,49.5,
541,1,1,,,36.0,0,2,,71.0,
542,0,3,,,9.0,4,2,347082.0,31.275,
543,0,3,,,11.0,4,2,347082.0,31.275,
544,1,2,,,32.0,1,0,2908.0,26.0,
545,0,1,,,50.0,1,0,,106.425,
546,0,1,,,64.0,0,0,693.0,26.0,
547,1,2,,,19.0,1,0,2908.0,26.0,
548,1,2,,,28.0,0,0,,13.8625,
549,0,3,,,33.0,1,1,363291.0,20.525,
550,1,2,,,8.0,1,1,,36.75,
551,1,1,,,17.0,0,2,17421.0,110.8833,
552,0,2,,,27.0,0,0,244358.0,26.0,
553,0,3,,,28.0,0,0,330979.0,7.8292,
554,1,3,,,22.0,0,0,2620.0,7.225,
555,1,3,,,22.0,0,0,347085.0,7.775,
556,0,1,,,62.0,0,0,113807.0,26.55,
557,1,1,,,48.0,1,0,11755.0,39.6,
558,0,1,,,28.0,0,0,,227.525,
559,1,1,,,39.0,1,1,110413.0,79.65,
560,1,3,,,36.0,1,0,345572.0,17.4,
561,0,3,,,28.0,0,0,372622.0,7.75,
562,0,3,,,40.0,0,0,349251.0,7.8958,
563,0,2,,,28.0,0,0,218629.0,13.5,
564,0,3,,,28.0,0,0,,8.05,
565,0,3,,,28.0,0,0,,8.05,
566,0,3,,,24.0,2,0,,24.15,
567,0,3,,,19.0,0,0,349205.0,7.8958,
568,0,3,,,29.0,0,4,349909.0,21.075,
569,0,3,,,28.0,0,0,2686.0,7.2292,
570,1,3,,,32.0,0,0,350417.0,7.8542,
571,1,2,,,62.0,0,0,,10.5,
572,1,1,,,53.0,2,0,11769.0,51.4792,
573,1,1,,,36.0,0,0,,26.3875,
574,1,3,,,28.0,0,0,14312.0,7.75,
575,0,3,,,16.0,0,0,,8.05,
576,0,3,,,19.0,0,0,358585.0,14.5,
577,1,2,,,34.0,0,0,243880.0,13.0,
578,1,1,,,39.0,1,0,13507.0,55.9,
579,0,3,,,28.0,1,0,2689.0,14.4583,
580,1,3,,,32.0,0,0,,7.925,
581,1,2,,,25.0,1,1,237789.0,30.0,
582,1,1,,,39.0,1,1,17421.0,110.8833,
583,0,2,,,54.0,0,0,28403.0,26.0,
584,0,1,,,36.0,0,0,13049.0,40.125,
585,0,3,,,28.0,0,0,3411.0,8.7125,
586,1,1,,,18.0,0,2,110413.0,79.65,
587,0,2,,,47.0,0,0,237565.0,15.0,
588,1,1,,,60.0,1,1,13567.0,79.2,
589,0,3,,,22.0,0,0,14973.0,8.05,
590,0,3,,,28.0,0,0,,8.05,
591,0,3,,,35.0,0,0,,7.125,
592,1,1,,,52.0,1,0,36947.0,78.2667,
593,0,3,,,47.0,0,0,,7.25,
594,0,3,,,28.0,0,2,364848.0,7.75,
595,0,2,,,37.0,1,0,,26.0,
596,0,3,,,36.0,1,1,345773.0,24.15,
597,1,2,,,28.0,0,0,248727.0,33.0,
598,0,3,,,49.0,0,0,,0.0,
599,0,3,,,28.0,0,0,2664.0,7.225,
600,1,1,,,49.0,1,0,,56.9292,
601,1,2,,,24.0,2,1,243847.0,27.0,
602,0,3,,,28.0,0,0,349214.0,7.8958,
603,0,1,,,28.0,0,0,113796.0,42.4,
604,0,3,,,44.0,0,0,364511.0,8.05,
605,1,1,,,35.0,0,0,111426.0,26.55,
606,0,3,,,36.0,1,0,349910.0,15.55,
607,0,3,,,30.0,0,0,349246.0,7.8958,
608,1,1,,,27.0,0,0,113804.0,30.5,
609,1,2,,,22.0,1,2,,41.5792,
610,1,1,,,40.0,0,0,,153.4625,
611,0,3,,,39.0,1,5,347082.0,31.275,
612,0,3,,,28.0,0,0,,7.05,
613,1,3,,,28.0,1,0,367230.0,15.5,
614,0,3,,,28.0,0,0,370377.0,7.75,
615,0,3,,,35.0,0,0,364512.0,8.05,
616,1,2,,,24.0,1,2,220845.0,65.0,
617,0,3,,,34.0,1,1,347080.0,14.4,
618,0,3,,,26.0,1,0,,16.1,
619,1,2,,,4.0,2,1,230136.0,39.0,
620,0,2,,,26.0,0,0,31028.0,10.5,
621,0,3,,,27.0,1,0,2659.0,14.4542,
622,1,1,,,42.0,1,0,11753.0,52.5542,
623,1,3,,,20.0,1,1,2653.0,15.7417,
624,0,3,,,21.0,0,0,350029.0,7.8542,
625,0,3,,,21.0,0,0,54636.0,16.1,
626,0,1,,,61.0,0,0,36963.0,32.3208,
627,0,2,,,57.0,0,0,219533.0,12.35,
628,1,1,,,21.0,0,0,13502.0,77.9583,
629,0,3,,,26.0,0,0,349224.0,7.8958,
630,0,3,,,28.0,0,0,334912.0,7.7333,
631,1,1,,,80.0,0,0,27042.0,30.0,
632,0,3,,,51.0,0,0,347743.0,7.0542,
633,1,1,,,32.0,0,0,13214.0,30.5,
634,0,1,,,28.0,0,0,112052.0,0.0,
635,0,3,,,9.0,3,2,347088.0,27.9,
636,1,2,,,28.0,0,0,237668.0,13.0,
637,0,3,,,32.0,0,0,,7.925,
638,0,2,,,31.0,1,1,,26.25,
639,0,3,,,41.0,0,5,3101295.0,39.6875,
640,0,3,,,28.0,1,0,376564.0,16.1,
641,0,3,,,20.0,0,0,350050.0,7.8542,
642,1,1,,,24.0,0,0,,69.3,
643,0,3,,,2.0,3,2,347088.0,27.9,
644,1,3,,,28.0,0,0,1601.0,56.4958,
645,1,3,,,0.75,2,1,2666.0,19.2583,
646,1,1,,,48.0,1,0,,76.7292,
647,0,3,,,19.0,0,0,349231.0,7.8958,
648,1,1,,,56.0,0,0,13213.0,35.5,
649,0,3,,,28.0,0,0,,7.55,
650,1,3,,,23.0,0,0,,7.55,
651,0,3,,,28.0,0,0,349221.0,7.8958,
652,1,2,,,18.0,0,1,231919.0,23.0,
653,0,3,,,21.0,0,0,8475.0,8.4333,
654,1,3,,,28.0,0,0,330919.0,7.8292,
655,0,3,,,18.0,0,0,365226.0,6.75,
656,0,2,,,24.0,2,0,,73.5,
657,0,3,,,28.0,0,0,349223.0,7.8958,
658,0,3,,,32.0,1,1,364849.0,15.5,
659,0,2,,,23.0,0,0,29751.0,13.0,
660,0,1,,,58.0,0,2,35273.0,113.275,
661,1,1,,,50.0,2,0,,133.65,
662,0,3,,,40.0,0,0,2623.0,7.225,
663,0,1,,,47.0,0,0,5727.0,25.5875,
664,0,3,,,36.0,0,0,349210.0,7.4958,
665,1,3,,,20.0,1,0,,7.925,
666,0,2,,,32.0,2,0,,73.5,
667,0,2,,,25.0,0,0,234686.0,13.0,
668,0,3,,,28.0,0,0,312993.0,7.775,
669,0,3,,,43.0,0,0,,8.05,
670,1,1,,,28.0,1,0,19996.0,52.0,
671,1,2,,,40.0,1,1,29750.0,39.0,
672,0,1,,,31.0,1,0,,52.0,
673,0,2,,,70.0,0,0,,10.5,
674,1,2,,,31.0,0,0,244270.0,13.0,
675,0,2,,,28.0,0,0,239856.0,0.0,
676,0,3,,,18.0,0,0,349912.0,7.775,
677,0,3,,,24.5,0,0,342826.0,8.05,
678,1,3,,,18.0,0,0,4138.0,9.8417,
679,0,3,,,43.0,1,6,,46.9,
680,1,1,,,36.0,0,1,,512.3292,
681,0,3,,,28.0,0,0,330935.0,8.1375,
682,1,1,,,27.0,0,0,,76.7292,
683,0,3,,,20.0,0,0,6563.0,9.225,
684,0,3,,,14.0,5,2,,46.9,
685,0,2,,,60.0,1,1,29750.0,39.0,
686,0,2,,,25.0,1,2,,41.5792,
687,0,3,,,14.0,4,1,3101295.0,39.6875,
688,0,3,,,19.0,0,0,349228.0,10.1708,
689,0,3,,,18.0,0,0,350036.0,7.7958,
690,1,1,,,15.0,0,1,24160.0,211.3375,
691,1,1,,,31.0,1,0,17474.0,57.0,
692,1,3,,,4.0,0,1,349256.0,13.4167,
693,1,3,,,28.0,0,0,1601.0,56.4958,
694,0,3,,,25.0,0,0,2672.0,7.225,
695,0,1,,,60.0,0,0,113800.0,26.55,
696,0,2,,,52.0,0,0,248731.0,13.5,
697,0,3,,,44.0,0,0,363592.0,8.05,
698,1,3,,,28.0,0,0,35852.0,7.7333,
699,0,1,,,49.0,1,1,17421.0,110.8833,
700,0,3,,,42.0,0,0,348121.0,7.65,
701,1,1,,,18.0,1,0,,227.525,
702,1,1,,,35.0,0,0,,26.2875,
703,0,3,,,18.0,0,1,2691.0,14.4542,
704,0,3,,,25.0,0,0,36864.0,7.7417,
705,0,3,,,26.0,1,0,350025.0,7.8542,
706,0,2,,,39.0,0,0,250655.0,26.0,
707,1,2,,,45.0,0,0,223596.0,13.5,
708,1,1,,,42.0,0,0,,26.2875,
709,1,1,,,22.0,0,0,113781.0,151.55,
710,1,3,,,28.0,1,1,2661.0,15.2458,
711,1,1,,,24.0,0,0,,49.5042,
712,0,1,,,28.0,0,0,113028.0,26.55,
713,1,1,,,48.0,1,0,19996.0,52.0,
714,0,3,,,29.0,0,0,7545.0,9.4833,
715,0,2,,,52.0,0,0,250647.0,13.0,
716,0,3,,,19.0,0,0,348124.0,7.65,
717,1,1,,,38.0,0,0,,227.525,
718,1,2,,,27.0,0,0,34218.0,10.5,
719,0,3,,,28.0,0,0,36568.0,15.5,
720,0,3,,,33.0,0,0,347062.0,7.775,
721,1,2,,,6.0,0,1,248727.0,33.0,
722,0,3,,,17.0,1,0,350048.0,7.0542,
723,0,2,,,34.0,0,0,12233.0,13.0,
724,0,2,,,50.0,0,0,250643.0,13.0,
725,1,1,,,27.0,1,0,113806.0,53.1,
726,0,3,,,20.0,0,0,315094.0,8.6625,
727,1,2,,,30.0,3,0,31027.0,21.0,
728,1,3,,,28.0,0,0,36866.0,7.7375,
729,0,2,,,25.0,1,0,236853.0,26.0,
730,0,3,,,25.0,1,0,,7.925,
731,1,1,,,29.0,0,0,24160.0,211.3375,
732,0,3,,,11.0,0,0,2699.0,18.7875,
733,0,2,,,28.0,0,0,239855.0,0.0,
734,0,2,,,23.0,0,0,28425.0,13.0,
735,0,2,,,23.0,0,0,233639.0,13.0,
736,0,3,,,28.5,0,0,54636.0,16.1,
737,0,3,,,48.0,1,3,,34.375,
738,1,1,,,35.0,0,0,,512.3292,
739,0,3,,,28.0,0,0,349201.0,7.8958,
740,0,3,,,28.0,0,0,349218.0,7.8958,
741,1,1,,,28.0,0,0,16988.0,30.0,
742,0,1,,,36.0,1,0,19877.0,78.85,
743,1,1,,,21.0,2,2,,262.375,
744,0,3,,,24.0,1,0,376566.0,16.1,
745,1,3,,,31.0,0,0,,7.925,
746,0,1,,,70.0,1,1,,71.0,
747,0,3,,,16.0,1,1,,20.25,
748,1,2,,,30.0,0,0,250648.0,13.0,
749,0,1,,,19.0,1,0,113773.0,53.1,
750,0,3,,,31.0,0,0,335097.0,7.75,
751,1,2,,,4.0,1,1,29103.0,23.0,
752,1,3,,,6.0,0,1,392096.0,12.475,
753,0,3,,,33.0,0,0,345780.0,9.5,
754,0,3,,,23.0,0,0,349204.0,7.8958,
755,1,2,,,48.0,1,2,220845.0,65.0,
756,1,2,,,0.67,1,1,250649.0,14.5,
757,0,3,,,28.0,0,0,350042.0,7.7958,
758,0,2,,,18.0,0,0,29108.0,11.5,
759,0,3,,,34.0,0,0,363294.0,8.05,
760,1,1,,,33.0,0,0,110152.0,86.5,
761,0,3,,,28.0,0,0,358585.0,14.5,
762,0,3,,,41.0,0,0,,7.125,
763,1,3,,,20.0,0,0,2663.0,7.2292,
764,1,1,,,36.0,1,2,113760.0,120.0,
765,0,3,,,16.0,0,0,347074.0,7.775,
766,1,1,,,51.0,1,0,13502.0,77.9583,
767,0,1,,,28.0,0,0,112379.0,39.6,
768,0,3,,,30.5,0,0,364850.0,7.75,
769,0,3,,,28.0,1,0,371110.0,24.15,
770,0,3,,,32.0,0,0,8471.0,8.3625,
771,0,3,,,24.0,0,0,345781.0,9.5,
772,0,3,,,48.0,0,0,350047.0,7.8542,
773,0,2,,,57.0,0,0,,10.5,
774,0,3,,,28.0,0,0,2674.0,7.225,
775,1,2,,,54.0,1,3,29105.0,23.0,
776,0,3,,,18.0,0,0,347078.0,7.75,
777,0,3,,,28.0,0,0,383121.0,7.75,
778,1,3,,,5.0,0,0,364516.0,12.475,
779,0,3,,,28.0,0,0,36865.0,7.7375,
780,1,1,,,43.0,0,1,24160.0,211.3375,
781,1,3,,,13.0,0,0,2687.0,7.2292,
782,1,1,,,17.0,1,0,17474.0,57.0,
783,0,1,,,29.0,0,0,113501.0,30.0,
784,0,3,,,28.0,1,2,,23.45,
785,0,3,,,25.0,0,0,,7.05,
786,0,3,,,25.0,0,0,374887.0,7.25,
787,1,3,,,18.0,0,0,3101265.0,7.4958,
788,0,3,,,8.0,4,1,382652.0,29.125,
789,1,3,,,1.0,1,2,,20.575,
790,0,1,,,46.0,0,0,,79.2,
791,0,3,,,28.0,0,0,12460.0,7.75,
792,0,2,,,16.0,0,0,239865.0,26.0,
793,0,3,,,28.0,8,2,,69.55,
794,0,1,,,28.0,0,0,,30.6958,
795,0,3,,,25.0,0,0,349203.0,7.8958,
796,0,2,,,39.0,0,0,28213.0,13.0,
797,1,1,,,49.0,0,0,17465.0,25.9292,
798,1,3,,,31.0,0,0,349244.0,8.6833,
799,0,3,,,30.0,0,0,2685.0,7.2292,
800,0,3,,,30.0,1,1,345773.0,24.15,
801,0,2,,,34.0,0,0,250647.0,13.0,
802,1,2,,,31.0,1,1,,26.25,
803,1,1,,,11.0,1,2,113760.0,120.0,
804,1,3,,,0.42,0,1,2625.0,8.5167,
805,1,3,,,27.0,0,0,347089.0,6.975,
806,0,3,,,31.0,0,0,347063.0,7.775,
807,0,1,,,39.0,0,0,112050.0,0.0,
808,0,3,,,18.0,0,0,347087.0,7.775,
809,0,2,,,39.0,0,0,248723.0,13.0,
810,1,1,,,33.0,1,0,113806.0,53.1,
811,0,3,,,26.0,0,0,3474.0,7.8875,
812,0,3,,,39.0,0,0,,24.15,
813,0,2,,,35.0,0,0,28206.0,10.5,
814,0,3,,,6.0,4,2,347082.0,31.275,
815,0,3,,,30.5,0,0,364499.0,8.05,
816,0,1,,,28.0,0,0,112058.0,0.0,
817,0,3,,,23.0,0,0,,7.925,
818,0,2,,,31.0,1,1,,37.0042,
819,0,3,,,43.0,0,0,,6.45,
820,0,3,,,10.0,3,2,347088.0,27.9,
821,1,1,,,52.0,1,1,12749.0,93.5,
822,1,3,,,27.0,0,0,315098.0,8.6625,
823,0,1,,,38.0,0,0,19972.0,0.0,
824,1,3,,,27.0,0,1,392096.0,12.475,
825,0,3,,,2.0,4,1,3101295.0,39.6875,
826,0,3,,,28.0,0,0,368323.0,6.95,
827,0,3,,,28.0,0,0,1601.0,56.4958,
828,1,2,,,1.0,0,2,,37.0042,
829,1,3,,,28.0,0,0,367228.0,7.75,
830,1,1,,,62.0,0,0,113572.0,80.0,
831,1,3,,,15.0,1,0,2659.0,14.4542,
832,1,2,,,0.83,1,1,29106.0,18.75,
833,0,3,,,28.0,0,0,2671.0,7.2292,
834,0,3,,,23.0,0,0,347468.0,7.8542,
835,0,3,,,18.0,0,0,2223.0,8.3,
836,1,1,,,39.0,1,1,,83.1583,
837,0,3,,,21.0,0,0,315097.0,8.6625,
838,0,3,,,28.0,0,0,392092.0,8.05,
839,1,3,,,32.0,0,0,1601.0,56.4958,
840,1,1,,,28.0,0,0,11774.0,29.7,
841,0,3,,,20.0,0,0,,7.925,
842,0,2,,,16.0,0,0,,10.5,
843,1,1,,,30.0,0,0,113798.0,31.0,
844,0,3,,,34.5,0,0,2683.0,6.4375,
845,0,3,,,17.0,0,0,315090.0,8.6625,
846,0,3,,,42.0,0,0,,7.55,
847,0,3,,,28.0,8,2,,69.55,
848,0,3,,,35.0,0,0,349213.0,7.8958,
849,0,2,,,28.0,0,1,248727.0,33.0,
850,1,1,,,28.0,1,0,17453.0,89.1042,
851,0,3,,,4.0,4,2,347082.0,31.275,
852,0,3,,,74.0,0,0,347060.0,7.775,
853,0,3,,,9.0,1,1,2678.0,15.2458,
854,1,1,,,16.0,0,1,,39.4,
855,0,2,,,44.0,1,0,244252.0,26.0,
856,1,3,,,18.0,0,1,392091.0,9.35,
857,1,1,,,45.0,1,1,36928.0,164.8667,
858,1,1,,,51.0,0,0,113055.0,26.55,
859,1,3,,,24.0,0,3,2666.0,19.2583,
860,0,3,,,28.0,0,0,2629.0,7.2292,
861,0,3,,,41.0,2,0,350026.0,14.1083,
862,0,2,,,21.0,1,0,28134.0,11.5,
863,1,1,,,48.0,0,0,17466.0,25.9292,
864,0,3,,,28.0,8,2,,69.55,
865,0,2,,,24.0,0,0,233866.0,13.0,
866,1,2,,,42.0,0,0,236852.0,13.0,
867,1,2,,,27.0,1,0,,13.8583,
868,0,1,,,31.0,0,0,,50.4958,
869,0,3,,,28.0,0,0,345777.0,9.5,
870,1,3,,,4.0,1,1,347742.0,11.1333,
871,0,3,,,26.0,0,0,349248.0,7.8958,
872,1,1,,,47.0,1,1,11751.0,52.5542,
873,0,1,,,33.0,0,0,695.0,5.0,
874,0,3,,,47.0,0,0,345765.0,9.0,
875,1,2,,,28.0,1,0,,24.0,
876,1,3,,,15.0,0,0,2667.0,7.225,
877,0,3,,,20.0,0,0,7534.0,9.8458,
878,0,3,,,19.0,0,0,349212.0,7.8958,
879,0,3,,,28.0,0,0,349217.0,7.8958,
880,1,1,,,56.0,0,1,11767.0,83.1583,
881,1,2,,,25.0,0,1,230433.0,26.0,
882,0,3,,,33.0,0,0,349257.0,7.8958,
883,0,3,,,22.0,0,0,7552.0,10.5167,
884,0,2,,,28.0,0,0,,10.5,
885,0,3,,,25.0,0,0,,7.05,
886,0,3,,,39.0,0,5,382652.0,29.125,
887,0,2,,,27.0,0,0,211536.0,13.0,
888,1,1,,,19.0,0,0,112053.0,30.0,
889,0,3,,,28.0,1,2,,23.45,
890,1,1,,,26.0,0,0,111369.0,30.0,
891,0,3,,,32.0,0,0,370376.0,7.75,
